1889
1989
2009
1984
1998
2002
1996
1986
2003
1985
2009
1973
2001
1983
1991
1992
1998
2005
1984
1980
1991
1987
1960
1992
2009
2007
1999
1991
1984
1998
1979
1991
1984
1969
2006
1998
1989
0
1997
2004
2001
1986
1992
1988
1988
1994
2002
1995
1994
1996
1997
1991
0
